Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Country of origin,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,1st phase - general contingent,"""4""",Nursing,daytime,Secondary education,132.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",121.8,True,False,False,True,female,True,19,False,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,"""1""",Veterinary Nursing,daytime,Secondary education,143.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,133.4,True,False,False,True,female,False,19,False,0,6,7,6,16.0,0,0,6,8,6,15.875,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,"""3""",Social Service,daytime,Secondary education,137.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,131.4,True,False,False,True,female,False,20,False,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,Graduate
single,Transfer,"""1""",Informatics Engineering,daytime,Secondary education,130.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,135.0,False,False,True,True,male,False,25,False,0,5,5,0,0.0,0,2,6,7,2,14.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,"""2""",Journalism and Communication,daytime,Secondary education,121.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.8,False,False,False,True,male,False,19,False,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
married,Over 23 years old,"""1""",Basic Education,daytime,Secondary education,130.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen",Intermediate Level Technicians and Professions,140.0,False,False,True,True,female,True,34,False,0,6,7,6,16.142857142857142,0,0,6,10,6,16.2,0,9.4,-0.8,-3.12,Graduate
single,3rd phase - general contingent,"""2""",Nursing,daytime,Secondary education,135.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",125.3,True,False,False,True,female,True,18,False,0,8,8,7,11.785714285714286,0,0,8,8,7,11.785714285714286,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,"""6""",Nursing,daytime,Secondary education,137.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Personal Services, Security and Safety Workers, and Sellers",126.3,True,False,False,True,female,True,18,False,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,"""1""",Advertising and Marketing Management,daytime,Secondary education,100.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,100.0,False,False,False,True,female,False,20,False,0,6,8,6,12.5,0,0,6,10,5,14.166666666666666,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,"""2""",Nursing,daytime,Secondary education,127.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",121.3,True,False,False,True,female,True,20,False,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0,10.8,1.4,1.74,Graduate
single,Short cycle diploma holders,"""1""",Management (evening attendance),evening,Secondary education,140.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Cleaning Workers,"Unskilled Workers in Extractive Industry, Construction, Manufacturing, and Transport",135.0,False,False,True,True,female,False,23,False,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,Enrolled
single,Over 23 years old,"""1""",Advertising and Marketing Management,daytime,Secondary education,140.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",120.0,False,False,False,True,female,False,28,False,0,6,8,1,10.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,"""1""",Journalism and Communication,daytime,Secondary education,121.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,113.7,False,False,False,True,female,False,18,False,0,6,8,5,12.6,0,0,6,10,6,12.428571428571429,0,15.5,2.8,-4.06,Enrolled
single,Change of course,"""1""",Management,daytime,Secondary education,131.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,129.7,True,False,False,True,female,False,19,False,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,Graduate
married,1st phase - general contingent,"""1""",Management,daytime,Secondary education,151.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,132.1,True,False,False,True,female,False,34,False,0,5,7,2,10.0,0,0,5,6,4,12.0,0,7.6,2.6,0.32,Dropout
married,Change of institution/course,"""1""",Basic Education,daytime,Secondary education,130.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,120.3,False,False,False,True,female,False,35,False,0,7,7,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,Holders of other higher courses,"""1""",Management (evening attendance),evening,Higher education - degree (1st cycle),120.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",120.0,False,False,False,True,female,False,32,False,0,5,7,5,11.6,0,0,5,8,5,12.333333333333334,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,"""2""",Tourism,daytime,Secondary education,136.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",123.1,True,False,False,True,female,False,19,False,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,"""5""",Advertising and Marketing Management,daytime,Secondary education,125.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",119.4,True,False,False,True,female,False,18,False,0,6,10,4,13.6,0,0,6,7,5,12.666666666666666,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,"""1""",Management,daytime,Secondary education,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,140.0,False,False,False,False,female,False,35,False,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,"""1""",Social Service (evening attendance),evening,Secondary education,133.1,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Administrative Staff,"Personal Services, Security and Safety Workers, and Sellers",116.5,False,False,False,True,male,True,24,False,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general contingent,"""1""",Social Service,daytime,Secondary education,120.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,113.0,True,False,False,True,female,True,20,False,0,6,7,6,11.714285714285714,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,"""3""",Journalism and Communication,daytime,Secondary education,143.0,Italy,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Unskilled Workers,133.9,True,False,False,True,male,True,18,True,0,6,7,6,13.5,0,0,6,7,6,13.0,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,"""3""",Nursing,daytime,Secondary education,133.1,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,115.5,True,False,False,True,male,True,20,False,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,"""5""",Tourism,daytime,Secondary education,121.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",116.5,True,False,False,False,male,False,18,False,0,6,12,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,"""1""",Informatics Engineering,daytime,Secondary education,168.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Administrative Staff,171.2,False,False,False,True,male,True,18,False,0,5,6,5,17.333333333333332,0,0,5,8,5,18.571428571428573,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,"""1""",Advertising and Marketing Management,daytime,Secondary education,124.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",119.1,False,False,False,True,male,True,20,False,0,5,7,4,11.0,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,"""2""",Basic Education,daytime,Secondary education,127.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,121.1,True,False,False,True,male,False,19,False,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,"""2""",Communication Design,daytime,Secondary education,129.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Unskilled Workers,132.9,True,False,False,True,male,True,20,False,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,Enrolled
single,1st phase - general contingent,"""1""",Social Service,daytime,Secondary education,137.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,132.8,False,False,False,True,male,False,19,False,0,6,6,6,12.833333333333334,0,0,6,8,6,11.833333333333334,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,"""1""",Journalism and Communication,daytime,Secondary education,120.0,Portugal,Can Read Without Having a 4th Year of Schooling,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Student,Student,126.7,True,False,False,True,male,False,20,False,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,"""1""",Nursing,daytime,Secondary education,110.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",105.8,True,False,False,True,male,False,22,False,0,7,8,6,14.333333333333334,0,0,8,9,7,13.771428571428572,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,"""2""",Informatics Engineering,daytime,Secondary education,120.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,117.2,False,False,False,True,male,True,18,False,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent,"""1""",Nursing,daytime,Secondary education,143.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,140.0,False,False,False,True,male,False,19,False,0,8,8,7,14.285714285714286,0,0,8,8,7,14.285714285714286,0,12.7,3.7,-1.7,Graduate
single,Technological specialization diploma holders,"""1""",Agronomy,daytime,Technological specialization course,120.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",120.0,False,False,False,True,male,False,22,False,2,6,15,3,11.75,0,0,6,12,2,10.0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,"""5""",Informatics Engineering,daytime,Secondary education,124.0,Italy,Higher Education - Master's,Other - 11th Year of Schooling,Specialists in Intellectual and Scientific Activities,Unskilled Workers,119.5,True,False,False,True,male,False,20,True,0,5,5,5,14.8,0,0,5,5,5,17.6,0,8.9,1.4,3.51,Graduate
married,Over 23 years old,"""1""",Agronomy,daytime,Secondary education,168.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Specialized Higher Studies Course,Unskilled Workers,Intermediate Level Technicians and Professions,153.9,False,False,True,False,male,False,34,False,0,6,7,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
married,Over 23 years old,"""1""",Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,130.0,False,False,False,True,male,False,24,False,0,6,14,1,10.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,"""2""",Advertising and Marketing Management,daytime,Secondary education,150.0,Portugal,Unknown,Unknown,Student,Student,107.0,True,False,False,True,male,False,26,False,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
single,Over 23 years old,"""1""",Nursing,daytime,Secondary education,140.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",132.8,False,False,False,True,male,False,35,False,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,"""1""",Management (evening attendance),evening,Secondary education,145.0,Portugal,Higher Education - Bachelor's Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,Unskilled Workers,127.5,True,False,False,True,male,False,22,False,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate
single,3rd phase - general contingent,"""1""",Tourism,daytime,Secondary education,118.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",123.3,True,False,False,True,male,False,26,False,0,6,10,4,10.0,0,0,6,11,3,12.0,0,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general contingent,"""1""",Management,daytime,Secondary education,123.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Administrative Staff,122.0,False,False,False,True,male,False,19,False,0,5,7,3,12.333333333333334,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,"""5""",Tourism,daytime,Secondary education,120.0,Portugal,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,114.8,True,False,False,False,male,False,19,False,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,Technological specialization diploma holders,"""1""",Animation and Multimedia Design,daytime,Technological specialization course,140.0,Portugal,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,140.0,False,False,True,True,male,False,20,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate
single,Change of institution/course,"""1""",Advertising and Marketing Management,daytime,Secondary education,126.0,Portugal,Higher Education - Degree,Higher Education - Degree,"Legislative Power, Executive Bodies, Directors, and Executive Managers",Armed Forces Professions,111.0,False,False,True,True,male,False,21,False,5,11,12,10,12.1,0,2,8,9,8,13.333333333333334,0,11.1,0.6,2.02,Graduate
